date,commodity,modal_price
2022-01-08,Soybean,4747.3
2022-01-09,Soybean,4790.5
2022-01-10,Soybean,4690.34
2022-01-11,Soybean,4672.93
2022-01-12,Soybean,5061.36
2022-01-13,Soybean,4848.93
2022-01-14,Soybean,4714.56
2022-01-15,Soybean,4910.27
2022-01-16,Soybean,4674.09
2022-01-17,Soybean,4684.07
2022-01-18,Soybean,4719.0
2022-01-19,Soybean,5010.44
2022-01-20,Soybean,4784.64
2022-01-21,Soybean,4525.48
2022-01-22,Soybean,4958.43
2022-01-23,Soybean,4778.95
2022-01-24,Soybean,4596.32
2022-01-25,Soybean,4778.17
2022-01-26,Soybean,4877.66
2022-01-27,Soybean,4864.02
2022-01-28,Soybean,5029.47
2022-01-29,Soybean,4715.52
2022-01-30,Soybean,4822.33
2022-01-31,Soybean,4734.11
2022-02-01,Soybean,4854.1
2022-02-02,Soybean,5142.0
2022-02-03,Soybean,5092.18
2022-02-04,Soybean,5071.12
2022-02-05,Soybean,5088.3
2022-02-06,Soybean,4956.72
2022-02-07,Soybean,4918.99
2022-02-08,Soybean,5042.84
2022-02-09,Soybean,5176.21
2022-02-10,Soybean,5229.38
2022-02-11,Soybean,5133.3
2022-02-12,Soybean,5042.72
2022-02-13,Soybean,5071.45
2022-02-14,Soybean,5041.07
2022-02-15,Soybean,4918.34
2022-02-16,Soybean,5043.06
2022-02-17,Soybean,4882.18
2022-02-18,Soybean,5025.87
2022-02-19,Soybean,5234.67
2022-02-20,Soybean,5138.52
2022-02-21,Soybean,4931.84
2022-02-22,Soybean,5032.87
2022-02-23,Soybean,4942.8
2022-02-24,Soybean,5034.48
2022-02-25,Soybean,5165.48
2022-02-26,Soybean,5119.71
2022-02-27,Soybean,5336.92
2022-02-28,Soybean,5184.07
2022-03-01,Soybean,5147.54
2022-03-02,Soybean,5203.83
2022-03-03,Soybean,5099.82
2022-03-04,Soybean,4990.42
2022-03-05,Soybean,5278.98
2022-03-06,Soybean,5244.03
2022-03-07,Soybean,5096.12
2022-03-08,Soybean,5157.37
2022-03-09,Soybean,5272.17
2022-03-10,Soybean,5225.64
2022-03-11,Soybean,4952.18
2022-03-12,Soybean,5154.65
2022-03-13,Soybean,5106.14
2022-03-14,Soybean,5258.11
2022-03-15,Soybean,5248.62
2022-03-16,Soybean,5282.91
2022-03-17,Soybean,4994.41
2022-03-18,Soybean,5034.18
2022-03-19,Soybean,5259.33
2022-03-20,Soybean,5057.42
2022-03-21,Soybean,4947.46
2022-03-22,Soybean,5191.09
2022-03-23,Soybean,5063.35
2022-03-24,Soybean,5340.5
2022-03-25,Soybean,5163.73
2022-03-26,Soybean,5147.84
2022-03-27,Soybean,5085.31
2022-03-28,Soybean,5317.8
2022-03-29,Soybean,5172.0
2022-03-30,Soybean,5081.32
2022-03-31,Soybean,5035.85
2022-04-01,Soybean,5041.07
2022-04-02,Soybean,4934.15
2022-04-03,Soybean,5172.14
2022-04-04,Soybean,4836.15
2022-04-05,Soybean,5034.12
2022-04-06,Soybean,5123.18
2022-04-07,Soybean,5091.64
2022-04-08,Soybean,4966.32
2022-04-09,Soybean,5129.77
2022-04-10,Soybean,4946.76
2022-04-11,Soybean,5049.32
2022-04-12,Soybean,5129.43
2022-04-13,Soybean,5107.26
2022-04-14,Soybean,4972.64
2022-04-15,Soybean,5194.75
2022-04-16,Soybean,5063.34
2022-04-17,Soybean,5141.33
2022-04-18,Soybean,5234.7
2022-04-19,Soybean,5186.15
2022-04-20,Soybean,5186.68
2022-04-21,Soybean,5077.0
2022-04-22,Soybean,5148.46
2022-04-23,Soybean,5079.91
2022-04-24,Soybean,4911.52
2022-04-25,Soybean,5090.92
2022-04-26,Soybean,5085.64
2022-04-27,Soybean,5124.65
2022-04-28,Soybean,5040.53
2022-04-29,Soybean,4965.68
2022-04-30,Soybean,5133.93
2022-05-01,Soybean,4681.12
2022-05-02,Soybean,5009.83
2022-05-03,Soybean,4809.76
2022-05-04,Soybean,4866.49
2022-05-05,Soybean,4903.81
2022-05-06,Soybean,4907.83
2022-05-07,Soybean,4671.09
2022-05-08,Soybean,4935.93
2022-05-09,Soybean,4874.42
2022-05-10,Soybean,4763.43
2022-05-11,Soybean,4750.1
2022-05-12,Soybean,4799.57
2022-05-13,Soybean,4685.47
2022-05-14,Soybean,5043.68
2022-05-15,Soybean,5015.92
2022-05-16,Soybean,4893.55
2022-05-17,Soybean,4813.77
2022-05-18,Soybean,4817.11
2022-05-19,Soybean,4930.52
2022-05-20,Soybean,5049.21
2022-05-21,Soybean,4773.53
2022-05-22,Soybean,4708.91
2022-05-23,Soybean,5024.96
2022-05-24,Soybean,4630.0
2022-05-25,Soybean,4722.49
2022-05-26,Soybean,4812.97
2022-05-27,Soybean,4657.53
2022-05-28,Soybean,4974.45
2022-05-29,Soybean,4944.42
2022-05-30,Soybean,4774.98
2022-05-31,Soybean,4994.95
2022-06-01,Soybean,4715.28
2022-06-02,Soybean,4530.34
2022-06-03,Soybean,4490.57
2022-06-04,Soybean,4811.95
2022-06-05,Soybean,4629.87
2022-06-06,Soybean,4575.0
2022-06-07,Soybean,4706.43
2022-06-08,Soybean,4580.85
2022-06-09,Soybean,4485.37
2022-06-10,Soybean,4555.01
2022-06-11,Soybean,4668.81
2022-06-12,Soybean,4309.87
2022-06-13,Soybean,4512.03
2022-06-14,Soybean,4710.28
2022-06-15,Soybean,4485.95
2022-06-16,Soybean,4730.04
2022-06-17,Soybean,4714.69
2022-06-18,Soybean,4539.5
2022-06-19,Soybean,4480.11
2022-06-20,Soybean,4513.65
2022-06-21,Soybean,4863.67
2022-06-22,Soybean,4770.26
2022-06-23,Soybean,4563.21
2022-06-24,Soybean,4476.51
2022-06-25,Soybean,4562.66
2022-06-26,Soybean,4577.91
2022-06-27,Soybean,4401.89
2022-06-28,Soybean,4558.94
2022-06-29,Soybean,4706.38
2022-06-30,Soybean,4336.67
2022-07-01,Soybean,4348.06
2022-07-02,Soybean,4413.24
2022-07-03,Soybean,4184.12
2022-07-04,Soybean,4451.53
2022-07-05,Soybean,4169.18
2022-07-06,Soybean,4303.47
2022-07-07,Soybean,4215.07
2022-07-08,Soybean,4215.26
2022-07-09,Soybean,4178.71
2022-07-10,Soybean,4334.86
2022-07-11,Soybean,4352.88
2022-07-12,Soybean,4244.89
2022-07-13,Soybean,4091.58
2022-07-14,Soybean,4300.73
2022-07-15,Soybean,4303.19
2022-07-16,Soybean,4227.72
2022-07-17,Soybean,4474.88
2022-07-18,Soybean,4068.51
2022-07-19,Soybean,3991.31
2022-07-20,Soybean,4167.67
2022-07-21,Soybean,4338.68
2022-07-22,Soybean,4129.59
2022-07-23,Soybean,4138.69
2022-07-24,Soybean,4367.85
2022-07-25,Soybean,4310.18
2022-07-26,Soybean,4300.27
2022-07-27,Soybean,4348.41
2022-07-28,Soybean,4205.64
2022-07-29,Soybean,4211.34
2022-07-30,Soybean,4352.42
2022-07-31,Soybean,4097.32
2022-08-01,Soybean,3783.38
2022-08-02,Soybean,3986.16
2022-08-03,Soybean,4148.04
2022-08-04,Soybean,4068.23
2022-08-05,Soybean,4139.75
2022-08-06,Soybean,3799.45
2022-08-07,Soybean,4075.99
2022-08-08,Soybean,4116.31
2022-08-09,Soybean,3878.97
2022-08-10,Soybean,4141.42
2022-08-11,Soybean,4026.27
2022-08-12,Soybean,4403.65
2022-08-13,Soybean,3781.92
2022-08-14,Soybean,4202.38
2022-08-15,Soybean,3993.65
2022-08-16,Soybean,3848.94
2022-08-17,Soybean,3978.35
2022-08-18,Soybean,4073.9
2022-08-19,Soybean,4164.17
2022-08-20,Soybean,4245.51
2022-08-21,Soybean,4210.17
2022-08-22,Soybean,3927.49
2022-08-23,Soybean,4176.04
2022-08-24,Soybean,4088.7
2022-08-25,Soybean,3964.98
2022-08-26,Soybean,4017.66
2022-08-27,Soybean,3958.87
2022-08-28,Soybean,4047.6
2022-08-29,Soybean,3956.96
2022-08-30,Soybean,3921.83
2022-08-31,Soybean,4100.64
2022-09-01,Soybean,4038.2
2022-09-02,Soybean,3941.69
2022-09-03,Soybean,4126.2
2022-09-04,Soybean,3933.5
2022-09-05,Soybean,3928.7
2022-09-06,Soybean,4043.06
2022-09-07,Soybean,3949.32
2022-09-08,Soybean,3975.28
2022-09-09,Soybean,3666.78
2022-09-10,Soybean,3967.65
2022-09-11,Soybean,3749.37
2022-09-12,Soybean,3821.43
2022-09-13,Soybean,3808.09
2022-09-14,Soybean,3843.0
2022-09-15,Soybean,3901.73
2022-09-16,Soybean,3909.34
2022-09-17,Soybean,4045.92
2022-09-18,Soybean,3993.78
2022-09-19,Soybean,3742.37
2022-09-20,Soybean,3977.73
2022-09-21,Soybean,4005.8
2022-09-22,Soybean,3929.37
2022-09-23,Soybean,3961.31
2022-09-24,Soybean,3991.29
2022-09-25,Soybean,4059.56
2022-09-26,Soybean,3782.55
2022-09-27,Soybean,3940.45
2022-09-28,Soybean,4148.35
2022-09-29,Soybean,4137.71
2022-09-30,Soybean,4070.89
2022-10-01,Soybean,4114.27
2022-10-02,Soybean,4246.95
2022-10-03,Soybean,4278.36
2022-10-04,Soybean,4036.02
2022-10-05,Soybean,3936.66
2022-10-06,Soybean,4019.72
2022-10-07,Soybean,4418.93
2022-10-08,Soybean,3866.22
2022-10-09,Soybean,3996.65
2022-10-10,Soybean,3885.23
2022-10-11,Soybean,4067.64
2022-10-12,Soybean,3910.55
2022-10-13,Soybean,4040.4
2022-10-14,Soybean,3822.42
2022-10-15,Soybean,4126.92
2022-10-16,Soybean,4198.79
2022-10-17,Soybean,4008.67
2022-10-18,Soybean,4038.37
2022-10-19,Soybean,4035.24
2022-10-20,Soybean,4076.26
2022-10-21,Soybean,4050.52
2022-10-22,Soybean,4146.28
2022-10-23,Soybean,4201.6
2022-10-24,Soybean,3959.23
2022-10-25,Soybean,4019.26
2022-10-26,Soybean,4162.98
2022-10-27,Soybean,3887.89
2022-10-28,Soybean,3823.05
2022-10-29,Soybean,4083.61
2022-10-30,Soybean,4115.83
2022-10-31,Soybean,3971.64
2022-11-01,Soybean,4208.5
2022-11-02,Soybean,4187.2
2022-11-03,Soybean,4174.78
2022-11-04,Soybean,4359.91
2022-11-05,Soybean,4138.06
2022-11-06,Soybean,4246.7
2022-11-07,Soybean,4171.1
2022-11-08,Soybean,4106.15
2022-11-09,Soybean,4381.94
2022-11-10,Soybean,4217.44
2022-11-11,Soybean,4301.59
2022-11-12,Soybean,4100.77
2022-11-13,Soybean,4191.78
2022-11-14,Soybean,4369.51
2022-11-15,Soybean,4586.73
2022-11-16,Soybean,4046.17
2022-11-17,Soybean,4256.74
2022-11-18,Soybean,4329.65
2022-11-19,Soybean,4208.01
2022-11-20,Soybean,4381.9
2022-11-21,Soybean,4178.74
2022-11-22,Soybean,4299.9
2022-11-23,Soybean,4220.02
2022-11-24,Soybean,4426.61
2022-11-25,Soybean,4202.18
2022-11-26,Soybean,4240.85
2022-11-27,Soybean,4394.83
2022-11-28,Soybean,4161.16
2022-11-29,Soybean,4291.35
2022-11-30,Soybean,4067.45
2022-12-01,Soybean,4454.72
2022-12-02,Soybean,4629.15
2022-12-03,Soybean,4466.68
2022-12-04,Soybean,4519.77
2022-12-05,Soybean,4642.95
2022-12-06,Soybean,4516.11
2022-12-07,Soybean,4682.47
2022-12-08,Soybean,4610.73
2022-12-09,Soybean,4637.03
2022-12-10,Soybean,4732.67
2022-12-11,Soybean,4623.73
2022-12-12,Soybean,4768.41
2022-12-13,Soybean,4694.26
2022-12-14,Soybean,4524.46
2022-12-15,Soybean,4739.95
2022-12-16,Soybean,4618.2
2022-12-17,Soybean,4540.38
2022-12-18,Soybean,4620.36
2022-12-19,Soybean,4719.4
2022-12-20,Soybean,4641.73
2022-12-21,Soybean,4803.98
2022-12-22,Soybean,4717.0
2022-12-23,Soybean,4650.46
2022-12-24,Soybean,4467.1
2022-12-25,Soybean,4567.61
2022-12-26,Soybean,4597.62
2022-12-27,Soybean,4671.89
2022-12-28,Soybean,4665.09
2022-12-29,Soybean,4609.87
2022-12-30,Soybean,4604.26
2022-12-31,Soybean,4675.59
2023-01-01,Soybean,4788.7
2023-01-02,Soybean,5091.58
2023-01-03,Soybean,4648.29
2023-01-04,Soybean,5063.56
2023-01-05,Soybean,4885.96
2023-01-06,Soybean,5010.34
2023-01-07,Soybean,4934.87
2023-01-08,Soybean,4932.98
2023-01-09,Soybean,4957.87
2023-01-10,Soybean,4988.28
2023-01-11,Soybean,4853.66
2023-01-12,Soybean,5015.47
2023-01-13,Soybean,4764.56
2023-01-14,Soybean,4892.66
2023-01-15,Soybean,4992.57
2023-01-16,Soybean,5011.64
2023-01-17,Soybean,4948.55
2023-01-18,Soybean,4847.55
2023-01-19,Soybean,5000.64
2023-01-20,Soybean,4815.28
2023-01-21,Soybean,5102.36
2023-01-22,Soybean,4885.01
2023-01-23,Soybean,4712.81
2023-01-24,Soybean,4753.91
2023-01-25,Soybean,4900.87
2023-01-26,Soybean,4912.49
2023-01-27,Soybean,5129.54
2023-01-28,Soybean,4773.29
2023-01-29,Soybean,4901.25
2023-01-30,Soybean,4771.25
2023-01-31,Soybean,4838.63
2023-02-01,Soybean,5316.4
2023-02-02,Soybean,4982.41
2023-02-03,Soybean,5186.85
2023-02-04,Soybean,5164.07
2023-02-05,Soybean,5114.86
2023-02-06,Soybean,5179.5
2023-02-07,Soybean,4980.7
2023-02-08,Soybean,5314.66
2023-02-09,Soybean,5346.7
2023-02-10,Soybean,5124.4
2023-02-11,Soybean,5406.18
2023-02-12,Soybean,5071.97
2023-02-13,Soybean,5166.93
2023-02-14,Soybean,5289.38
2023-02-15,Soybean,5065.52
2023-02-16,Soybean,4956.42
2023-02-17,Soybean,4929.37
2023-02-18,Soybean,5364.78
2023-02-19,Soybean,5058.1
2023-02-20,Soybean,5099.0
2023-02-21,Soybean,4989.37
2023-02-22,Soybean,5233.83
2023-02-23,Soybean,5029.06
2023-02-24,Soybean,5063.67
2023-02-25,Soybean,5157.6
2023-02-26,Soybean,4996.24
2023-02-27,Soybean,5101.38
2023-02-28,Soybean,5288.93
2023-03-01,Soybean,5254.12
2023-03-02,Soybean,5219.06
2023-03-03,Soybean,5229.27
2023-03-04,Soybean,5157.91
2023-03-05,Soybean,5440.79
2023-03-06,Soybean,5108.23
2023-03-07,Soybean,5229.68
2023-03-08,Soybean,5218.53
2023-03-09,Soybean,5324.66
2023-03-10,Soybean,5336.07
2023-03-11,Soybean,5201.77
2023-03-12,Soybean,5240.22
2023-03-13,Soybean,5244.93
2023-03-14,Soybean,4936.97
2023-03-15,Soybean,5018.14
2023-03-16,Soybean,5134.96
2023-03-17,Soybean,5140.33
2023-03-18,Soybean,5064.98
2023-03-19,Soybean,5296.14
2023-03-20,Soybean,5207.79
2023-03-21,Soybean,5182.31
2023-03-22,Soybean,5059.12
2023-03-23,Soybean,5202.91
2023-03-24,Soybean,4897.15
2023-03-25,Soybean,5189.32
2023-03-26,Soybean,5216.34
2023-03-27,Soybean,5237.74
2023-03-28,Soybean,5023.94
2023-03-29,Soybean,5236.15
2023-03-30,Soybean,5086.32
2023-03-31,Soybean,5113.67
2023-04-01,Soybean,5214.85
2023-04-02,Soybean,5368.67
2023-04-03,Soybean,5136.3
2023-04-04,Soybean,5033.61
2023-04-05,Soybean,5153.01
2023-04-06,Soybean,5242.15
2023-04-07,Soybean,5204.68
2023-04-08,Soybean,5456.37
2023-04-09,Soybean,5046.77
2023-04-10,Soybean,5161.64
2023-04-11,Soybean,5315.52
2023-04-12,Soybean,5308.3
2023-04-13,Soybean,4901.33
2023-04-14,Soybean,5132.23
2023-04-15,Soybean,5308.76
2023-04-16,Soybean,5475.61
2023-04-17,Soybean,5216.69
2023-04-18,Soybean,5089.91
2023-04-19,Soybean,5014.13
2023-04-20,Soybean,5396.87
2023-04-21,Soybean,5220.52
2023-04-22,Soybean,5033.89
2023-04-23,Soybean,5110.53
2023-04-24,Soybean,5171.58
2023-04-25,Soybean,5199.48
2023-04-26,Soybean,5028.65
2023-04-27,Soybean,5062.7
2023-04-28,Soybean,4939.82
2023-04-29,Soybean,5259.13
2023-04-30,Soybean,5095.65
2023-05-01,Soybean,4972.0
2023-05-02,Soybean,5085.5
2023-05-03,Soybean,4943.23
2023-05-04,Soybean,4904.01
2023-05-05,Soybean,4940.6
2023-05-06,Soybean,4925.32
2023-05-07,Soybean,5065.73
2023-05-08,Soybean,4955.11
2023-05-09,Soybean,4853.98
2023-05-10,Soybean,5042.88
2023-05-11,Soybean,5064.74
2023-05-12,Soybean,4760.56
2023-05-13,Soybean,5101.0
2023-05-14,Soybean,4962.81
2023-05-15,Soybean,4953.38
2023-05-16,Soybean,5039.31
2023-05-17,Soybean,4853.06
2023-05-18,Soybean,5033.53
2023-05-19,Soybean,4876.04
2023-05-20,Soybean,4746.12
2023-05-21,Soybean,4802.89
2023-05-22,Soybean,4988.53
2023-05-23,Soybean,4809.52
2023-05-24,Soybean,5112.57
2023-05-25,Soybean,5062.93
2023-05-26,Soybean,5080.23
2023-05-27,Soybean,4937.22
2023-05-28,Soybean,4953.21
2023-05-29,Soybean,4781.42
2023-05-30,Soybean,5041.1
2023-05-31,Soybean,4968.33
2023-06-01,Soybean,4690.76
2023-06-02,Soybean,4823.82
2023-06-03,Soybean,4552.17
2023-06-04,Soybean,4609.24
2023-06-05,Soybean,4663.12
2023-06-06,Soybean,4513.78
2023-06-07,Soybean,4602.62
2023-06-08,Soybean,4683.48
2023-06-09,Soybean,4586.73
2023-06-10,Soybean,4780.62
2023-06-11,Soybean,4446.68
2023-06-12,Soybean,4758.99
2023-06-13,Soybean,4704.51
2023-06-14,Soybean,4558.98
2023-06-15,Soybean,4517.06
2023-06-16,Soybean,4380.31
2023-06-17,Soybean,4532.81
2023-06-18,Soybean,4751.35
2023-06-19,Soybean,4620.83
2023-06-20,Soybean,4765.51
2023-06-21,Soybean,4554.46
2023-06-22,Soybean,4711.93
2023-06-23,Soybean,4543.33
2023-06-24,Soybean,4514.15
2023-06-25,Soybean,4616.1
2023-06-26,Soybean,4550.22
2023-06-27,Soybean,4446.41
2023-06-28,Soybean,4607.85
2023-06-29,Soybean,4642.28
2023-06-30,Soybean,4780.19
2023-07-01,Soybean,4441.12
2023-07-02,Soybean,4474.89
2023-07-03,Soybean,4415.91
2023-07-04,Soybean,4370.18
2023-07-05,Soybean,4185.36
2023-07-06,Soybean,4348.97
2023-07-07,Soybean,4402.14
2023-07-08,Soybean,4504.35
2023-07-09,Soybean,4413.19
2023-07-10,Soybean,4479.07
2023-07-11,Soybean,4210.01
2023-07-12,Soybean,4293.84
2023-07-13,Soybean,4383.62
2023-07-14,Soybean,4470.53
2023-07-15,Soybean,4315.97
2023-07-16,Soybean,4323.63
2023-07-17,Soybean,4415.04
2023-07-18,Soybean,4200.42
2023-07-19,Soybean,4524.53
2023-07-20,Soybean,4230.1
2023-07-21,Soybean,4107.14
2023-07-22,Soybean,4335.91
2023-07-23,Soybean,4536.2
2023-07-24,Soybean,4404.65
2023-07-25,Soybean,4424.37
2023-07-26,Soybean,4340.49
2023-07-27,Soybean,4317.75
2023-07-28,Soybean,4152.96
2023-07-29,Soybean,4068.51
2023-07-30,Soybean,4359.72
2023-07-31,Soybean,4492.22
2023-08-01,Soybean,4158.07
2023-08-02,Soybean,4191.4
2023-08-03,Soybean,4305.4
2023-08-04,Soybean,4156.91
2023-08-05,Soybean,4103.63
2023-08-06,Soybean,4021.39
2023-08-07,Soybean,4358.24
2023-08-08,Soybean,4181.22
2023-08-09,Soybean,4007.23
2023-08-10,Soybean,3980.48
2023-08-11,Soybean,4267.97
2023-08-12,Soybean,3996.76
2023-08-13,Soybean,4339.6
2023-08-14,Soybean,3793.5
2023-08-15,Soybean,4288.93
2023-08-16,Soybean,4178.27
2023-08-17,Soybean,4134.85
2023-08-18,Soybean,4100.22
2023-08-19,Soybean,4345.29
2023-08-20,Soybean,4205.24
2023-08-21,Soybean,4014.64
2023-08-22,Soybean,3918.2
2023-08-23,Soybean,4143.12
2023-08-24,Soybean,4122.2
2023-08-25,Soybean,3942.44
2023-08-26,Soybean,4116.2
2023-08-27,Soybean,4054.98
2023-08-28,Soybean,4124.31
2023-08-29,Soybean,4209.45
2023-08-30,Soybean,4300.52
2023-08-31,Soybean,4231.57
2023-09-01,Soybean,3958.21
2023-09-02,Soybean,4087.63
2023-09-03,Soybean,4051.62
2023-09-04,Soybean,3886.5
2023-09-05,Soybean,4091.77
2023-09-06,Soybean,4264.81
2023-09-07,Soybean,4048.86
2023-09-08,Soybean,3856.32
2023-09-09,Soybean,4049.04
2023-09-10,Soybean,3901.85
2023-09-11,Soybean,4148.23
2023-09-12,Soybean,4108.31
2023-09-13,Soybean,4026.08
2023-09-14,Soybean,4007.3
2023-09-15,Soybean,4021.62
2023-09-16,Soybean,4047.97
2023-09-17,Soybean,3955.7
2023-09-18,Soybean,3882.98
2023-09-19,Soybean,4182.58
2023-09-20,Soybean,4002.19
2023-09-21,Soybean,4067.88
2023-09-22,Soybean,4082.11
2023-09-23,Soybean,4086.68
2023-09-24,Soybean,3909.64
2023-09-25,Soybean,3850.37
2023-09-26,Soybean,3979.42
2023-09-27,Soybean,4096.29
2023-09-28,Soybean,3963.35
2023-09-29,Soybean,4007.78
2023-09-30,Soybean,4302.14
2023-10-01,Soybean,3911.98
2023-10-02,Soybean,4041.41
2023-10-03,Soybean,4355.84
2023-10-04,Soybean,4126.03
2023-10-05,Soybean,4047.88
2023-10-06,Soybean,4270.25
2023-10-07,Soybean,4138.52
2023-10-08,Soybean,4090.92
2023-10-09,Soybean,4155.21
2023-10-10,Soybean,4054.65
2023-10-11,Soybean,4012.28
2023-10-12,Soybean,4119.61
2023-10-13,Soybean,4013.49
2023-10-14,Soybean,4134.78
2023-10-15,Soybean,4175.72
2023-10-16,Soybean,4235.03
2023-10-17,Soybean,4267.82
2023-10-18,Soybean,4086.3
2023-10-19,Soybean,4193.78
2023-10-20,Soybean,4193.19
2023-10-21,Soybean,4173.89
2023-10-22,Soybean,4078.45
2023-10-23,Soybean,4013.65
2023-10-24,Soybean,4195.19
2023-10-25,Soybean,3933.66
2023-10-26,Soybean,4104.4
2023-10-27,Soybean,3833.75
2023-10-28,Soybean,3978.21
2023-10-29,Soybean,4032.86
2023-10-30,Soybean,4266.98
2023-10-31,Soybean,4218.77
2023-11-01,Soybean,4291.43
2023-11-02,Soybean,4443.72
2023-11-03,Soybean,4462.69
2023-11-04,Soybean,4338.69
2023-11-05,Soybean,4193.9
2023-11-06,Soybean,4333.53
2023-11-07,Soybean,4346.78
2023-11-08,Soybean,4212.56
2023-11-09,Soybean,4402.32
2023-11-10,Soybean,4392.2
2023-11-11,Soybean,4412.0
2023-11-12,Soybean,4392.53
2023-11-13,Soybean,4446.19
2023-11-14,Soybean,4338.67
2023-11-15,Soybean,4384.05
2023-11-16,Soybean,4313.22
2023-11-17,Soybean,4291.31
2023-11-18,Soybean,4519.38
2023-11-19,Soybean,4118.83
2023-11-20,Soybean,4465.13
2023-11-21,Soybean,4287.92
2023-11-22,Soybean,4272.79
2023-11-23,Soybean,4392.89
2023-11-24,Soybean,4185.59
2023-11-25,Soybean,4265.63
2023-11-26,Soybean,4261.92
2023-11-27,Soybean,4336.53
2023-11-28,Soybean,4267.7
2023-11-29,Soybean,4552.94
2023-11-30,Soybean,4576.37
2023-12-01,Soybean,4424.04
2023-12-02,Soybean,4728.37
2023-12-03,Soybean,4765.83
2023-12-04,Soybean,4728.65
2023-12-05,Soybean,4586.53
2023-12-06,Soybean,4635.81
2023-12-07,Soybean,4576.29
2023-12-08,Soybean,4615.38
2023-12-09,Soybean,4522.02
2023-12-10,Soybean,4652.01
2023-12-11,Soybean,4487.75
2023-12-12,Soybean,4642.34
2023-12-13,Soybean,4518.32
2023-12-14,Soybean,4691.0
2023-12-15,Soybean,4586.2
2023-12-16,Soybean,4701.37
2023-12-17,Soybean,4795.32
2023-12-18,Soybean,4855.72
2023-12-19,Soybean,4368.02
2023-12-20,Soybean,4568.96
2023-12-21,Soybean,4632.11
2023-12-22,Soybean,4722.8
2023-12-23,Soybean,4472.9
2023-12-24,Soybean,4552.31
2023-12-25,Soybean,4684.35
2023-12-26,Soybean,4679.18
2023-12-27,Soybean,4714.09
2023-12-28,Soybean,4722.14
2023-12-29,Soybean,4709.9
2023-12-30,Soybean,4692.95
2023-12-31,Soybean,4676.82
2024-01-01,Soybean,5049.21
2024-01-02,Soybean,4705.3
2024-01-03,Soybean,5153.88
2024-01-04,Soybean,4709.86
2024-01-05,Soybean,4843.43
2024-01-06,Soybean,4944.66
2024-01-07,Soybean,5051.46
2024-01-08,Soybean,4617.03
2024-01-09,Soybean,4968.86
2024-01-10,Soybean,5066.31
2024-01-11,Soybean,5090.48
2024-01-12,Soybean,4890.22
2024-01-13,Soybean,4937.42
2024-01-14,Soybean,4900.27
2024-01-15,Soybean,4926.97
2024-01-16,Soybean,4851.45
2024-01-17,Soybean,4868.57
2024-01-18,Soybean,5025.64
2024-01-19,Soybean,4989.98
2024-01-20,Soybean,5032.86
2024-01-21,Soybean,5000.18
2024-01-22,Soybean,5058.51
2024-01-23,Soybean,5079.33
2024-01-24,Soybean,4769.09
2024-01-25,Soybean,4874.46
2024-01-26,Soybean,4948.5
2024-01-27,Soybean,4973.45
2024-01-28,Soybean,4896.95
2024-01-29,Soybean,5084.65
2024-01-30,Soybean,5211.42
2024-01-31,Soybean,4999.07
2024-02-01,Soybean,5206.84
2024-02-02,Soybean,5297.73
2024-02-03,Soybean,4976.18
2024-02-04,Soybean,5200.88
2024-02-05,Soybean,5313.74
2024-02-06,Soybean,5121.73
2024-02-07,Soybean,5052.82
2024-02-08,Soybean,5176.36
2024-02-09,Soybean,5191.41
2024-02-10,Soybean,5091.15
2024-02-11,Soybean,5447.44
2024-02-12,Soybean,5142.53
2024-02-13,Soybean,5062.77
2024-02-14,Soybean,5188.6
2024-02-15,Soybean,5307.5
2024-02-16,Soybean,5202.2
2024-02-17,Soybean,5257.9
2024-02-18,Soybean,5097.3
2024-02-19,Soybean,5377.08
2024-02-20,Soybean,5267.58
2024-02-21,Soybean,5325.38
2024-02-22,Soybean,5244.72
2024-02-23,Soybean,5299.42
2024-02-24,Soybean,5098.43
2024-02-25,Soybean,5143.88
2024-02-26,Soybean,5361.89
2024-02-27,Soybean,5387.38
2024-02-28,Soybean,5066.84
2024-02-29,Soybean,5232.58
2024-03-01,Soybean,5232.52
2024-03-02,Soybean,5201.21
2024-03-03,Soybean,5317.78
2024-03-04,Soybean,5419.45
2024-03-05,Soybean,5337.99
2024-03-06,Soybean,5246.82
2024-03-07,Soybean,5345.92
2024-03-08,Soybean,5242.47
2024-03-09,Soybean,5334.18
2024-03-10,Soybean,5451.04
2024-03-11,Soybean,5039.64
2024-03-12,Soybean,5380.47
2024-03-13,Soybean,5103.84
2024-03-14,Soybean,5432.0
2024-03-15,Soybean,5211.17
2024-03-16,Soybean,5142.58
2024-03-17,Soybean,5369.49
2024-03-18,Soybean,5330.47
2024-03-19,Soybean,5169.13
2024-03-20,Soybean,5139.27
2024-03-21,Soybean,5265.76
2024-03-22,Soybean,5145.51
2024-03-23,Soybean,5162.63
2024-03-24,Soybean,5302.33
2024-03-25,Soybean,5174.39
2024-03-26,Soybean,5339.61
2024-03-27,Soybean,5465.87
2024-03-28,Soybean,5271.9
2024-03-29,Soybean,5305.15
2024-03-30,Soybean,5529.09
2024-03-31,Soybean,5149.43
2024-04-01,Soybean,5351.16
2024-04-02,Soybean,5337.11
2024-04-03,Soybean,5311.67
2024-04-04,Soybean,5363.73
2024-04-05,Soybean,5244.12
2024-04-06,Soybean,5142.02
2024-04-07,Soybean,5341.02
2024-04-08,Soybean,5345.77
